x,y
0.0,-7.355999012985794
0.05,15.660322989646206
0.1,9.610356112949965
0.15000000000000002,15.6540017132517
0.2,-23.02619049961288
0.25,26.568142195430475
0.30000000000000004,14.804571059604928
0.35000000000000003,-8.342515748508285
0.4,12.809637015867985
0.45,26.037478482543772
0.5,-31.824965560922006
0.55,6.348691333412071
0.6000000000000001,-0.8685863597674979
0.65,6.277933850824352
0.7000000000000001,-9.554977491464719
0.75,24.272200157131085
0.8,11.357874640724276
0.8500000000000001,-8.01820870667672
0.9,2.64643204779252
0.9500000000000001,12.254893127105202
1.0,-13.507216996591207
1.05,-18.803003157519242
1.1,-30.953493351490614
1.1500000000000001,-10.598639159999756
1.2000000000000002,6.428293393168197
1.25,3.1369731364514024
1.3,52.948365250209044
1.35,11.064149109166058
1.4000000000000001,-14.818182605500898
1.4500000000000002,28.42586510450691
1.5,33.204581813324474
1.55,-9.551234910638605
1.6,9.665780428137008
1.6500000000000001,13.777673812223787
1.7000000000000002,32.61308230971597
1.75,10.639122999313361
1.8,-16.827987130568317
1.85,-4.615739747154375
1.9000000000000001,-7.2387348487585825
1.9500000000000002,23.27678018356706
2.0,4.160575012757348
2.0500000000000003,14.961034294955239
2.1,4.839952577629627
2.15,-11.446721477363614
2.2,14.25454257044743
2.25,-0.7040309464468228
2.3000000000000003,-12.322021975724477
2.35,-11.78299517909991
2.4000000000000004,23.803204829954815
2.45,-14.168833144384637
2.5,-2.5935698388865136
2.5500000000000003,14.35908346234036
2.6,24.390287075956337
2.6500000000000004,-4.705032721243053
2.7,33.00940834967494
2.75,-13.045918179100589
2.8000000000000003,46.33969149702581
2.85,-11.978649526762695
2.9000000000000004,18.458714888825078
2.95,8.355030062348773
3.0,8.293163296978662
3.0500000000000003,25.82808075626586
3.1,11.297972939144124
3.1500000000000004,20.22001295170807
3.2,-4.255307674996503
3.25,-22.089465915635365
3.3000000000000003,4.584292785606968
3.35,31.49903399321825
3.4000000000000004,-8.352013711304053
3.45,13.19709507853486
3.5,-5.584454135418301
3.5500000000000003,5.6487115245269
3.6,45.013800205242816
3.6500000000000004,-12.554987922099896
3.7,-6.263044597556945
3.75,4.598729614026247
3.8000000000000003,4.389507517190081
3.85,-41.58833450932773
3.9000000000000004,9.90275558965489
3.95,3.145061926759504
4.0,17.934716393349525
4.05,-8.374427837030156
4.1000000000000005,23.400594017852484
4.15,-7.989032944020731
4.2,-1.8111379482843781
4.25,22.14820262888082
4.3,32.316927900579756
4.3500000000000005,42.33982818999725
4.4,-2.221613393912151
4.45,26.541109783421582
4.5,15.712407313275323
4.55,14.456022575423692
4.6000000000000005,1.3605337256426415
